Kingdom,Group,log_genome_count,Repeat_length,Spacer_length,Count
Bacteria,Actinobacteria,0.00679663699936338,28,46,62
Bacteria,Actinobacteria,0.00679663699936338,28,47,73
Bacteria,Actinobacteria,0.00679663699936338,28,48,26
Bacteria,Actinobacteria,0.00679663699936338,28,49,18
Bacteria,Actinobacteria,0.00679663699936338,29,19,534
Bacteria,Actinobacteria,0.00679663699936338,29,20,3
Bacteria,Actinobacteria,0.00679663699936338,29,21,5
Bacteria,Actinobacteria,0.00679663699936338,29,22,15
Bacteria,Actinobacteria,0.00679663699936338,29,23,3
Bacteria,Actinobacteria,0.00679663699936338,29,24,6
Bacteria,Actinobacteria,0.00679663699936338,29,25,278
Bacteria,Actinobacteria,0.00679663699936338,29,26,14
Bacteria,Actinobacteria,0.00679663699936338,29,27,5
Bacteria,Actinobacteria,0.00679663699936338,29,28,288
Bacteria,Actinobacteria,0.00679663699936338,29,29,42
Bacteria,Actinobacteria,0.00679663699936338,29,30,114
Bacteria,Actinobacteria,0.00679663699936338,29,31,431
Bacteria,Actinobacteria,0.00679663699936338,29,32,20133
Bacteria,Actinobacteria,0.00679663699936338,29,33,806
Bacteria,Actinobacteria,0.00679663699936338,29,34,124
Bacteria,Actinobacteria,0.00679663699936338,29,35,89
Bacteria,Actinobacteria,0.00679663699936338,29,36,175
Bacteria,Actinobacteria,0.00679663699936338,29,37,79
Bacteria,Actinobacteria,0.00679663699936338,29,38,29
Bacteria,Actinobacteria,0.00679663699936338,29,39,21
Bacteria,Actinobacteria,0.00679663699936338,29,40,27
Bacteria,Actinobacteria,0.00679663699936338,29,41,10
Bacteria,Actinobacteria,0.00679663699936338,29,42,37
Bacteria,Actinobacteria,0.00679663699936338,29,43,150
Bacteria,Actinobacteria,0.00679663699936338,29,44,74
Bacteria,Actinobacteria,0.00679663699936338,29,45,81
Bacteria,Actinobacteria,0.00679663699936338,29,46,57
Bacteria,Actinobacteria,0.00679663699936338,29,47,283
Bacteria,Actinobacteria,0.00679663699936338,29,48,17
